text,target
user aap tc announce bring cash s sa ess profit shareholder share drop anticipation,0
goog break old number week high number tomorrow give green candle daily weekly beast,1
invn believe number tweet number say tweet w invensense mention,1
esrx gap fill idea number look big,1
esspy ground hog week distribution high,0
omex odyssey 's ecord break ecovery feature discovery channel sive sh premiere february number number pmet,1
evc close magic number ready big volume day great earning number target number,1
amznheade low weekly channel support approx number,0
ocn number,1
momentum monday post thick deep do not chase nkd nfx tsa,1
fos bullish engulfing,1
ovti clear number resist powerfulbreakout candidate nder accumulation,1
expect nfx trade high dish founder positive comment nfx basically call game changer,1
fos worth eye earning come way,1
watch szym nice base work bull flag leg number day ma number bo,1
nx watch week high price,1
user shd get ready number day,1
nfx hold number day ma like champ yesterday lets squeeze short,1
t user invn lot bullish technical discussion tonight fundamental suggest high price,1
v appreciate,1
invn onewatch breakoutgood luck today,1
amzn look add short position bounce,0
nis sell stock number number come p soon patience friend I be ong,1
mea sell stock number wait low,0
mitk move,1
cox continue pattern tension building creep,1
fs obama speech tonight move channel squeeze continue,1
gae number number call wake,1
bac number wait pullback comeback 3k profit,1
xxia watch list number ave day volume close line,1
joe successful test number support highlight week,1
aap cover short b4 conference,0
ec nice set,1
yge open range foot fs jaso x bd similar trade,1
aap yday opening range high support bounce,1
cook inquire indictment goldman face time ask numberswalk stage gs aapl,1
opxa take long small stop,1
green weekly triangle heoopen today scale,0
green weekly triangle heosecond scaling,0
nw ong number trail stop number number prior stop number number number number number number,1
green weekly triangle heothird scaling close,0
axp new multiyr high,1
p break expand shark pattern yesterday,1
green weekly triangle heonet profit number number,0
fs daily,1
nihd gap likely like action today wt cm bullish dia qqq spx t,1
aap like say yesterday appe break stock tc right ceo company shoot,0
aap get lot hate mail yesterday say shoot apple realize short definitely go work today,0
goog trading like leader ride stop,1
aap enjoy nice gain right shot stop number hold expect appe new 52ow soon,0
base historical research gs upgradesdowngrades k short right upgrade sell neutral sell signal,0
ike aap fill gap b4 number imo,0
new post amzn grasp corrective force,0
ctic long pop base number number number number gae hot new hod,1
long aap number holla,1
price match reputation destroyer match price anytime gr8 technology price match friction amzn,1
ed monthly triangle csnscale,1
aap hit resistance yesterday continue roll hold short currently,0
aap number weekly uptrend support new resistance bear flag making,0
nfx si sloping lowermacd cross downnegative divergence dailydistribution,0
user ocn try look followthrough think follow coming want,1
amzn clearing rise trend line support number minute look add short position,0
phm ready I will buy user,1
amzn share trading insight post video,0
spw new hod,1
vxy add aap mar bull straddle eod squeeze,0
dish break watch number,1
spw sunpower corporation option bull bet number june,1
bac huge spike ag number cas number contract,1
jbht short right maybe write ma70 call buyer close today,0
bac break suggest ong hold number close,1
swi currently loser maintain high low like volume upside,1
bac huge vome spike number min,1
ocn look good need volume come truly power,1
bac that be vome,1
dhi ong number trail stop number number stop number number number number number number number,1
v take breather support good place add,1
jpm efficient trend love see,1
znga merrill upgrade number retrace base breakout number,0
bac short well decision today obama push continuation tomorrow,1
nkd sure mutual fd pm 's put limit order getting fill come,1
know gut betray trade em thing ceg,1
dvax option trade heplisav fda approval decision,1
tes move stop protect profit big gain,1
oabc ong number trail stop number number prior stop number number number number number number number,1
px ong number trail stop number number prior stop number number number number number number,1
innovative drug win s approval early trial good news biotech dvax gae govx,1
take position overnight bac phm,1
csod conf ceo feel good position good momentum come year,1
vts great end day pop number min 90k volume ooke little bit tomorrow,1
ax ptrend exhaust start form downward channel downward divergence macd strong support number great shot,0
bwd want fill gap complete number high high macd si show bullish signal,1
past number year goog book avg return number jan mar option expiration post positive return number year,0
past number year goog post good return number bad return number jan mar option expiration time frame,0
aap like crapple student say today bearish lower tomorrow it be fail exactly think,0
bac fiscal cliff talk president tonight ouch,0
vmware vmw good wish deal complex hs,0
aap mac manufacture un sa say obama ower profit margin,0
user aap small margin high wage union help apple,0
hammer wedge work week y hov phm itb xhb etc,1
user aap computers s 1st line tablet call pinto explode swipe,0
bac obama slow rally ouch,0
dhi number high today number,1
cmcsa gap open high idea number enter love number number,1
pcyc fresh long stock close number candle,1
ebix we be short term upward trend macd positiverise w cmf rise nicely,1
anth look interesting price obime advisos c buy number stock number,1
de ong hold number aware resist number,1
jpm increase target number nfx,1
wf eps beat number revenue 428 m p number premarket nice run today pot remark night,1
pphm fie number sod number wi wi number qick tade number time today fo nicke get number easy way,1
compq spx ind bac c future trade rise pende macro datum,1
cm continuation likely,1
spw dip refresh number gartley target number month daily 390a 912b 741c 1263d number number number,1
ong zgnx user number watchlist acw achn ggs ibcp ment nat stpzgnx,1
po specialty chemical slowly approach new alltime high,1
amzn short stop rough walk gap,0
good chance short amzn,0
o deliver 4q number adjust earning number share exceed 4q number earning number ong beat number stop loss number,1
csn scale number,1
past number year f book avg return number jan mar option expiration f post negative return number year,0
exact reason etf safe individual stock news kill stock trade ko cf,1
user o stop loss number beat number,1
user user o stop loss number beat number,1
ocn run ight,1
p approach resistance area number,1
fdo spread buy jul 5750c number time number selling jul 5250p number time number low open interest,1
ise google play app annie index january number ht user goog aap,1
v go breakdown mode,0
majority eade stock regularly lag nqf esf strong day amh qcom ks gs ssys kbh ft goog,0
user number stock I have buy number hope number sbx kos panw ebay hain diversify number year,1
buy v pullback double ipo expect double soon later,1
unp trade dvax fda approval decision,1
aap 20ema,0
cee crack number let number cover reshort cee red train,0
ffiv short anybody think buying watch ezch ezch supplier commswitch co 's,0
idcc look idcc perform touch low bband previously,1
mdso ong number trail stop number number prior stop number number number number number number,1
nfx short number number,0
user end week nfx,0
cimt player 3d image cad software design explosive growth pay sdiv industry ddd ssys onvo pcp dasty,1
mess twitter andthe grammy 's hashtag ste kid excited goog step print,1
ttm revs retain earning fcf 5yr yoga growin lifestyle trend stay,1
deere co de predict slowdown s farming boom abroad,1
buy ax 's overpriced service highquality alternative essentially cost half price,0
scty cool spw continue upward look update solar market outlook soon,1
csco train san jose number qtr earning,1
pep try break number ema number min triple doji,1
